,Make,Year of manufacture,Condition,Mileage,Engine Size,Fuel,Transmission,Price,Build
1610,Mercedes-Benz,2016,Foreign Used,163611,2000,Petrol,Automatic,"12,075,000",
1611,Toyota,2002,Foreign Used,238950,2400,Petrol,Automatic,"3,432,000",
1612,Ford,2008,Nigerian Used,259900,3500,Petrol,Automatic,"3,328,000",SUV
1613,Toyota,2007,Nigerian Used,184092,2400,Petrol,Automatic,"3,120,000",
1614,Toyota,2005,Foreign Used,401731,3300,Petrol,Automatic,"4,200,000",SUV
1615,Mercedes-Benz,2014,Nigerian Used,64800,2000,Petrol,Automatic,"9,880,000",
1616,Toyota,2009,Nigerian Used,228053,2400,Petrol,Automatic,"3,016,000",
1617,Lexus,2011,Foreign Used,317397,3500,Petrol,Automatic,"11,440,000",SUV
1618,Mercedes-Benz,2014,Foreign Used,136472,3500,Petrol,Automatic,"14,560,000",SUV
1619,Toyota,2003,Nigerian Used,482800,1800,Petrol,Automatic,"2,600,000",
1620,Ford,2013,Foreign Used,309757,1600,Petrol,Automatic,"7,665,000",
1621,Toyota,2011,Foreign Used,245727,2500,Petrol,Automatic,"4,200,000",
1622,Honda,2006,Foreign Used,290172,3500,Petrol,Automatic,"5,200,000",SUV
1623,Lexus,2005,Foreign Used,147362,,Petrol,Automatic,"3,675,000",
1624,Nissan,2020,Nigerian Used,12801,1600,Petrol,Automatic,"12,600,000",SUV
1625,Toyota,2005,Nigerian Used,163116,3300,Petrol,Automatic,"3,432,000",SUV
1626,Land Rover,2014,Nigerian Used,165454,2000,Petrol,Automatic,"9,880,000",SUV
1627,Toyota,2008,Nigerian Used,130518,350000,Petrol,Automatic,"3,328,000",
1628,Ford,2011,Nigerian Used,136731,3500,Petrol,Automatic,"4,210,000",SUV
1629,Lexus,2005,Nigerian Used,217281,330000,Petrol,Automatic,"3,224,000",
1630,Mazda,2019,Foreign Used,100318,2500,Petrol,Automatic,"21,000,000",SUV
1631,Honda,2018,Foreign Used,101278,2000,Petrol,Automatic,"13,650,000",
1632,Toyota,2003,Nigerian Used,183540,2400,Petrol,Automatic,"2,704,000",
1633,Toyota,2009,Nigerian Used,180386,3500,Petrol,Automatic,"3,672,000",
1634,Acura,2013,Nigerian Used,,3500,Petrol,Automatic,"6,300,000",
1635,Toyota,2008,Nigerian Used,172859,4700,Petrol,Automatic,"8,200,000",SUV
1636,Ford,2013,Nigerian Used,197322,2500,Petrol,Manual,"5,775,000",
1637,Mercedes-Benz,2012,Foreign Used,182470,3500,Petrol,Automatic,"8,925,000",SUV
1638,Ford,2015,Foreign Used,270684,3500,Petrol,Automatic,"21,500,000",
1639,Lexus,2008,Nigerian Used,110417,2500,Petrol,Automatic,"3,465,000",
1640,Honda,2013,Nigerian Used,228268,3500,Petrol,Automatic,"7,875,000",SUV
1641,Toyota,2006,Nigerian Used,1,2400,Petrol,Automatic,"2,704,000",
1642,Toyota,2004,Nigerian Used,147637,3300,Petrol,Automatic,"3,120,000",
1643,Toyota,2009,Nigerian Used,182109,2400000,Petrol,Automatic,"3,120,000",
1644,Toyota,2009,Nigerian Used,289750,2400,Petrol,Automatic,"3,120,000",
1645,Mazda,2009,Foreign Used,384535,3700,Petrol,Automatic,"5,928,000",SUV
1646,Toyota,2008,Nigerian Used,209214,2400,Petrol,Automatic,"2,808,000",
1647,Honda,2007,Nigerian Used,310828,3500,Petrol,Automatic,"3,640,000",
1648,Lexus,2014,Foreign Used,104116,3500,Petrol,Automatic,"15,080,000",SUV
1649,Toyota,2009,Nigerian Used,149467,3500,Petrol,Automatic,"6,240,000",SUV
1650,Ford,2007,Foreign Used,293941,3500,Petrol,Automatic,"3,675,000",
1651,Toyota,2010,Nigerian Used,89128,2400,Petrol,Automatic,"3,640,000",
1652,Toyota,2015,Nigerian Used,106931,1800,Petrol,Automatic,"5,720,000",
1653,Ford,2013,Foreign Used,51603,1600,Petrol,Automatic,"9,975,000",
1654,Toyota,2007,Nigerian Used,198522,2400,Petrol,Automatic,"3,120,000",
1655,Toyota,2002,Nigerian Used,345623,3400,Petrol,Automatic,"3,432,000",SUV
1656,Mercedes-Benz,2012,Nigerian Used,172859,3500,Petrol,Automatic,"6,300,000",SUV
1657,Hyundai,2013,Foreign Used,66729,1800,Petrol,Automatic,"5,720,000",
1658,Lexus,2010,Foreign Used,212785,3500,Petrol,Automatic,"4,725,000",
1659,Mercedes-Benz,2010,Nigerian Used,225669,3000,Petrol,Automatic,"4,784,000",
1660,Lexus,2012,Foreign Used,184074,3500,Petrol,Automatic,"13,000,000",SUV
1661,Toyota,2015,Foreign Used,204297,2500,Petrol,Automatic,"8,320,000",
1662,Toyota,2007,Nigerian Used,386283,3300,Petrol,Automatic,"3,640,000",SUV
1663,Toyota,2007,Nigerian Used,95166,2400,Petrol,Automatic,"3,328,000",
1664,Acura,2010,Nigerian Used,,3500,Petrol,Automatic,"3,465,000",
1665,Toyota,2010,Foreign Used,115620,1800,Petrol,Automatic,"4,315,000",
1666,Toyota,2007,Nigerian Used,115085,,Petrol,Automatic,"3,640,000",SUV
1667,Toyota,2012,Foreign Used,117068,1800,Petrol,Automatic,"5,512,000",
1668,Lexus,2006,Nigerian Used,168388,4200,Petrol,Automatic,"6,760,000",SUV
1669,Saturn,2007,Nigerian Used,177827,2400,Hybrid,Automatic,"2,625,000",SUV
1670,Toyota,2010,Foreign Used,168007,2500,Petrol,Automatic,"4,992,000",
1671,Honda,2006,Foreign Used,186429,,Petrol,Automatic,"3,150,000",
1672,Lexus,2004,Nigerian Used,227393,3300,Petrol,Automatic,"4,992,000",SUV
1673,Toyota,2012,Nigerian Used,91473,2500,Petrol,Automatic,"4,680,000",
1674,Lexus,2010,Foreign Used,157948,3500,Petrol,Automatic,"5,250,000",
1675,Mazda,2007,Nigerian Used,116395,3500,Petrol,Automatic,"4,725,000",
1676,Kia,2011,Nigerian Used,114189,3300,Petrol,Automatic,"3,395,000",SUV
1677,Toyota,2012,Foreign Used,382539,2700,Petrol,Manual,"10,500,000",
1678,Mercedes-Benz,2006,Nigerian Used,185568,3500,Petrol,Automatic,"10,400,000",SUV
1679,Toyota,2010,Nigerian Used,184596,2500,Petrol,Automatic,"3,150,000",
1680,Toyota,2015,Nigerian Used,65510,2500,Petrol,Automatic,"7,800,000",
1681,Toyota,2013,Foreign Used,219135,2500,Petrol,Automatic,"5,250,000",
1682,Kia,2013,Nigerian Used,181404,3500,Petrol,Automatic,"4,200,000",SUV
1683,Hyundai,2016,Foreign Used,145281,2000,Petrol,Automatic,"13,650,000",SUV
1684,Nissan,2009,Nigerian Used,84322,2500,Petrol,Automatic,"3,045,000",SUV
1685,Toyota,2009,Nigerian Used,100271,3500,Petrol,Automatic,"4,004,000",SUV
1686,Ford,2013,Nigerian Used,122398,2000,Petrol,Automatic,"5,720,000",SUV
1687,Land Rover,2010,Nigerian Used,177841,4900,Petrol,Automatic,"4,250,000",SUV
1688,Mercedes-Benz,2008,Nigerian Used,412599,3000,Petrol,Automatic,"3,744,000",
1689,Lexus,2014,Foreign Used,210580,3500,Petrol,Automatic,"13,140,000",
1690,Mercedes-Benz,2015,Foreign Used,55296,3500,Petrol,Automatic,"15,330,000",SUV
1691,Hyundai,2014,Nigerian Used,51214,2400,Petrol,Automatic,"5,880,000",SUV
1692,Toyota,2009,Nigerian Used,87059,1800,Petrol,Automatic,"3,536,000",
1693,Toyota,2012,Foreign Used,180579,1800,Petrol,Automatic,"5,690,000",
1694,Toyota,2006,Nigerian Used,79284,1800,Petrol,Automatic,"3,224,000",
1695,Toyota,2009,Nigerian Used,224166,1800,Petrol,Automatic,"3,640,000",
1696,Honda,2011,Nigerian Used,301456,3500,Petrol,Automatic,"5,200,000",SUV
1697,Mercedes-Benz,2014,Foreign Used,1425,4700,Petrol,Automatic,"37,440,000",
1698,Hyundai,2013,Nigerian Used,91321,1800,Petrol,Automatic,"3,432,000",
1699,Toyota,2007,Nigerian Used,100968,2400,Petrol,Automatic,"2,730,000",
1700,Mercedes-Benz,2011,Nigerian Used,141162,300000,Petrol,Automatic,"4,680,000",
1701,Toyota,2006,Nigerian Used,120446,2700,Petrol,Automatic,"3,150,000",SUV
1702,Toyota,2004,Nigerian Used,342874,3000,Petrol,Automatic,"2,600,000",
1703,Toyota,2010,Nigerian Used,75742,1800,Petrol,Automatic,"3,744,000",
1704,Nissan,2005,Nigerian Used,123100,4000,Petrol,Automatic,"3,120,000",
1705,Honda,2008,Nigerian Used,138591,,Petrol,Automatic,"3,016,000",
1706,Toyota,2019,Nigerian Used,2405,2700,Petrol,Automatic,"46,800,000",SUV
1707,Mercedes-Benz,2008,Nigerian Used,302121,3500,Petrol,Automatic,"6,615,000",
1708,Ford,2014,Nigerian Used,249599,2000,Petrol,Automatic,"7,800,000",SUV
1709,Mercedes-Benz,2015,Nigerian Used,110210,3500,Petrol,Automatic,"26,000,000",SUV
1710,Mercedes-Benz,2015,Nigerian Used,110210,3500,Petrol,Automatic,"26,000,000",SUV
1711,Toyota,2007,Nigerian Used,114995,5700,Petrol,Automatic,"5,350,000",
1712,Mercedes-Benz,2015,Foreign Used,57754,5500,Petrol,Automatic,"57,750,000",SUV
1713,Toyota,2009,Nigerian Used,92860,1800,Petrol,Automatic,"3,848,000",
1714,Nissan,2005,Nigerian Used,92097,1800,Petrol,Manual,"3,150,000",
1715,Hyundai,2006,Nigerian Used,288477,3000,Petrol,Automatic,"3,150,000",SUV
1716,Toyota,2014,Nigerian Used,323817,2700,Petrol,Manual,"9,450,000",
1717,Toyota,2004,Nigerian Used,145553,2400,Petrol,Automatic,"2,808,000",
1718,Mercedes-Benz,2006,Nigerian Used,155624,3500,Petrol,Automatic,"3,800,000",SUV
1719,Hyundai,2012,Nigerian Used,155935,2400,Petrol,Automatic,"3,810,000",
1720,Toyota,2007,Foreign Used,165518,1800,Petrol,Automatic,"4,004,000",
1721,Toyota,2008,Nigerian Used,106607,3500,Petrol,Automatic,"4,725,000",SUV
1722,Toyota,2010,Nigerian Used,142417,3500,Petrol,Automatic,"6,240,000",
1723,Mercedes-Benz,2012,Nigerian Used,153622,3500,Petrol,Automatic,"10,920,000",SUV
1724,Honda,2007,Foreign Used,356854,3500,Petrol,Automatic,"3,636,000",SUV
1725,Toyota,2019,Foreign Used,74177,2000,Petrol,Automatic,"19,950,000",SUV
1726,Ford,2008,Nigerian Used,193710,5400,Petrol,Automatic,"3,850,000",SUV
1727,Lexus,2013,Nigerian Used,77351,3500,Petrol,Automatic,"7,875,000",
1728,Dodge,2013,Foreign Used,199047,3500,Petrol,Automatic,"15,500,000",
1729,Toyota,2002,Nigerian Used,31361,3000,Petrol,Automatic,"3,120,000",SUV
1730,Nissan,2016,Nigerian Used,72383,5000,Diesel,Automatic,"26,250,000",
1731,Toyota,2015,Foreign Used,47536,18000,Petrol,Automatic,"8,320,000",
1732,Toyota,2016,Foreign Used,167175,1800,Petrol,Automatic,"8,112,000",
1733,Toyota,2009,Nigerian Used,240416,3500,Petrol,Automatic,"4,060,000",SUV
1734,Toyota,2009,Foreign Used,230924,1800,Petrol,Automatic,"4,992,000",
1735,Toyota,2004,Nigerian Used,235688,,Petrol,Automatic,"2,392,000",
1736,Hyundai,2011,Nigerian Used,178467,2400,Petrol,Automatic,"3,432,000",
1737,Mercedes-Benz,2010,Nigerian Used,223912,3500,Petrol,Automatic,"8,640,000",SUV
1738,Honda,2007,Nigerian Used,125352,3500,Petrol,Automatic,"3,640,000",
1739,Mercedes-Benz,2014,Nigerian Used,71486,2000,Petrol,Automatic,"9,450,000",
1740,Toyota,2009,Nigerian Used,92709,2500,Petrol,Automatic,"5,200,000",SUV
1741,Mercedes-Benz,2007,Nigerian Used,216676,4500,Petrol,Automatic,"5,200,000",SUV
1742,Ford,2010,Nigerian Used,134846,4000,Petrol,Automatic,"6,375,000",
1743,Honda,2007,Foreign Used,336620,3500,Petrol,Automatic,"3,640,000",SUV
1744,Toyota,2004,Foreign Used,189433,1800,Petrol,Automatic,"3,640,000",
1745,Toyota,2014,Nigerian Used,131885,1800,Petrol,CVT,"5,375,000",
1746,Lexus,2006,Nigerian Used,130515,2500,Petrol,Automatic,"3,441,000",
1747,Honda,2006,Foreign Used,366654,3500,Petrol,Automatic,"3,465,000",
1748,Toyota,2012,Nigerian Used,142717,3500,Petrol,Automatic,"5,250,000",SUV
1749,Toyota,2009,Foreign Used,307893,2400,Hybrid,Automatic,"4,784,000",
1750,Mercedes-Benz,2010,Nigerian Used,231566,5500,Petrol,Automatic,"9,975,000",
1751,Toyota,2005,Nigerian Used,285160,1800,Petrol,Automatic,"2,415,000",
1752,Toyota,2007,Foreign Used,194560,1800,Petrol,Automatic,"3,848,000",
1753,Lexus,2007,Nigerian Used,236543,3500,Petrol,Automatic,"3,952,000",
1754,Toyota,2017,Foreign Used,30001,2500,Petrol,Automatic,"7,525,000",
1755,Mercedes-Benz,2009,Nigerian Used,111719,3500,Petrol,Automatic,"4,160,000",
1756,Toyota,2013,Nigerian Used,77897,2500,Petrol,Automatic,"5,000,000",
1757,Toyota,2005,Foreign Used,101778,2400,Petrol,Automatic,"3,465,000",
1758,Mercedes-Benz,2012,Foreign Used,152443,3500,Petrol,Automatic,"7,900,000",
1759,Toyota,2017,Foreign Used,30001,2500,Petrol,Automatic,"7,525,000",
1760,Toyota,2004,Nigerian Used,113880,1800,Petrol,Automatic,"2,912,000",
1761,Hyundai,2011,Foreign Used,232499,2400,Petrol,Automatic,"8,925,000",
1762,Land Rover,2017,Foreign Used,56997,3000,Petrol,Automatic,"33,600,000",SUV
1763,Ford,2004,Foreign Used,286840,5400,Petrol,Automatic,"3,150,000",SUV
1764,Dodge,2007,Foreign Used,158400,5700,Petrol,Automatic,"4,410,000",
1765,Toyota,2003,Nigerian Used,185448,2400,Petrol,Automatic,"2,080,000",
1766,Toyota,2011,Nigerian Used,128048,2500,Petrol,Automatic,"3,432,000",
1767,Lexus,2007,Nigerian Used,245648,2500,Petrol,Automatic,"6,448,000",
1768,Mercedes-Benz,2011,Nigerian Used,224610,3500,Petrol,Automatic,"5,720,000",
1769,Ford,2010,Foreign Used,253055,3500,Petrol,Automatic,"4,200,000",
1770,Land Rover,2017,Foreign Used,56997,3000,Petrol,Automatic,"33,600,000",SUV
1771,Honda,2009,Nigerian Used,191820,3500,Petrol,Automatic,"2,600,000",
1772,Ford,2015,Foreign Used,98142,3500,Petrol,Automatic,"7,875,000",SUV
1773,Acura,2010,Foreign Used,79710,2300,Petrol,Automatic,"4,200,000",SUV
1774,Toyota,2011,Nigerian Used,1055023,3500,Petrol,Automatic,"6,780,000",SUV
1775,Toyota,2004,Nigerian Used,133877,4700,Petrol,Automatic,"9,975,000",SUV
1776,Toyota,2005,Foreign Used,113498,3300,Petrol,Automatic,"3,675,000",
1777,Toyota,2002,Nigerian Used,240130,3500,Petrol,Automatic,"2,610,000",
1778,Lexus,2007,Nigerian Used,136944,4700,Petrol,Automatic,"5,200,000",SUV
1779,Toyota,2011,Nigerian Used,92881,1800,Petrol,Automatic,"3,150,000",
1780,Toyota,2009,Nigerian Used,129219,1800,Petrol,Automatic,"3,640,000",
1781,Honda,2010,Foreign Used,140352,3500,Petrol,Automatic,"4,160,000",
1782,Toyota,2014,Nigerian Used,39995,1800,Petrol,Automatic,"5,824,000",
1783,Acura,2007,Nigerian Used,308146,3700,Petrol,Automatic,"3,452,000",SUV
1784,Nissan,2009,Nigerian Used,143575,3500,Petrol,Automatic,"3,150,000",SUV
1785,Toyota,2011,Nigerian Used,92881,1800,Petrol,Automatic,"3,150,000",
1786,Honda,2010,Foreign Used,140352,3500,Petrol,Automatic,"4,160,000",
1787,Lexus,2007,Nigerian Used,136944,4700,Petrol,Automatic,"5,200,000",SUV
1788,Mercedes-Benz,2006,Foreign Used,253054,2500,Petrol,Automatic,"3,675,000",
1789,Volkswagen,1998,Foreign Used,123152,2000,Petrol,Automatic,"2,625,000",
1790,Toyota,2005,Foreign Used,113498,3300,Petrol,Automatic,"3,675,000",
1791,Toyota,2018,Nigerian Used,60322,2500,Petrol,Automatic,"11,550,000",
1792,Toyota,2005,Nigerian Used,222499,2400,Petrol,Automatic,"2,600,000",
1793,Dodge,2009,Nigerian Used,246426,3500,Petrol,Automatic,"3,150,000",
1794,Toyota,2019,Foreign Used,12265,2000,Petrol,Automatic,"21,000,000",SUV
1795,Toyota,2004,Nigerian Used,299999,1800,Petrol,Automatic,"2,600,000",
1796,Lexus,2003,Nigerian Used,199400,3300,Petrol,Automatic,"3,120,000",
1797,Mercedes-Benz,2015,Foreign Used,156,2000,Petrol,Automatic,"10,500,000",
1798,Mercedes-Benz,2010,Nigerian Used,93283,3000,Petrol,Automatic,"6,840,000",SUV
1799,Toyota,2003,Nigerian Used,120386,1800,Petrol,Automatic,"2,600,000",
1800,Mercedes-Benz,2015,Nigerian Used,40426,300000,Petrol,Automatic,"13,650,000",
1801,Toyota,2010,Foreign Used,96901,1800,Petrol,Automatic,"6,760,000",
1802,Toyota,2003,Nigerian Used,120386,1800,Petrol,Automatic,"2,600,000",
1803,Mercedes-Benz,2015,Foreign Used,98233,2400,Petrol,Automatic,"16,640,000",
1804,Toyota,2013,Nigerian Used,74654,1800,Petrol,Automatic,"4,680,000",
1805,Toyota,2006,Foreign Used,200331,1800,Petrol,Automatic,"4,160,000",
1806,Mercedes-Benz,2010,Nigerian Used,93283,3000,Petrol,Automatic,"6,840,000",SUV
1807,Ford,2012,Nigerian Used,141694,3500,Petrol,Automatic,"4,962,000",SUV
1808,Toyota,2010,Nigerian Used,397442,3500,Petrol,Automatic,"3,040,000",
1809,Mercedes-Benz,2015,Foreign Used,117204,2000,Petrol,Automatic,"10,500,000",
1810,BMW,2011,Nigerian Used,125874,3000,Petrol,Automatic,"8,085,000",
1811,Toyota,2006,Nigerian Used,169566,1800,Petrol,Automatic,"2,500,000",
1812,Toyota,2018,Nigerian Used,50081,2500,Petrol,Automatic,"15,600,000",
1813,Toyota,2010,Nigerian Used,138782,3500,Petrol,Automatic,"4,992,000",SUV
1814,Jaguar,2013,Foreign Used,126228,5000,Petrol,Automatic,"26,250,000",
1815,Toyota,2010,Nigerian Used,145818,2700,Petrol,Manual,"9,450,000",
1816,Jaguar,2013,Foreign Used,126228,5000,Petrol,Automatic,"26,250,000",
1817,Toyota,2008,Foreign Used,194417,2400,Petrol,Automatic,"4,625,000",SUV
1818,Ford,2012,Nigerian Used,141694,3500,Petrol,Automatic,"4,962,000",SUV
1819,Toyota,2014,Nigerian Used,96505,1800,Petrol,Automatic,"6,760,000",
1820,Toyota,2006,Nigerian Used,195316,4700,Petrol,Automatic,"4,680,000",SUV
1821,Honda,2013,Foreign Used,76960,2400,Petrol,Automatic,"7,280,000",
1822,Lexus,2002,Foreign Used,279910,3000,Petrol,Automatic,"4,680,000",SUV
1823,Honda,2007,Nigerian Used,452016,3000,Petrol,Automatic,"3,640,000",
1824,Toyota,2007,Nigerian Used,458843,2400,Hybrid,Automatic,"3,120,000",
1825,Acura,2011,Nigerian Used,75692,3700,Petrol,Automatic,"5,040,000",SUV
1826,Toyota,2010,Nigerian Used,81749,2500,Petrol,Automatic,"4,042,500",SUV
1827,Toyota,2010,Nigerian Used,203847,3000,Diesel,Manual,"6,600,000",SUV
1828,Toyota,2015,Foreign Used,103099,1800,Petrol,Automatic,"6,195,000",
1829,Hyundai,2013,Nigerian Used,175889,2400,Petrol,Automatic,"3,952,000",
1830,Mercedes-Benz,2018,Foreign Used,32124,2000,Petrol,Automatic,"26,000,000",
1831,Mercedes-Benz,2002,Nigerian Used,128442,3200,Petrol,Automatic,"4,160,000",SUV
1832,Toyota,2009,Nigerian Used,332037,3500,Petrol,Automatic,"6,780,000",SUV
1833,Lexus,2007,Nigerian Used,113294,3500,Petrol,Automatic,"6,240,000",SUV
1834,Lexus,2013,Nigerian Used,162597,3500,Petrol,Automatic,"8,400,000",
1835,Toyota,2007,Nigerian Used,418832,1800,Petrol,Automatic,"2,604,000",
1836,Volkswagen,2004,Foreign Used,228054,4200,Petrol,Automatic,"5,040,000",SUV
1837,Lexus,2007,Nigerian Used,97418,3500,Petrol,Automatic,"3,255,000",
1838,Mercedes-Benz,2009,Nigerian Used,324043,3000,Petrol,Automatic,"3,675,000",
1839,Toyota,2007,Nigerian Used,194155,2400,Petrol,Automatic,"2,625,000",
1840,Toyota,2003,Nigerian Used,239314,3000,Petrol,Automatic,"2,520,000",SUV
1841,Lexus,2000,Foreign Used,353393,3000,Petrol,Automatic,"3,848,000",SUV
1842,Honda,2008,Nigerian Used,89132,3500,Petrol,Automatic,"3,120,000",
1843,Toyota,2010,Nigerian Used,160536,1800,Petrol,Automatic,"3,688,000",
1844,Toyota,2006,Nigerian Used,124173,1800,Petrol,Automatic,"2,600,000",
1845,Kia,2014,Nigerian Used,108026,1600,Petrol,Automatic,"3,675,000",
1846,Toyota,2011,Foreign Used,249198,1800,Petrol,Automatic,"4,888,000",
1847,Toyota,2008,Nigerian Used,295395,2400,Petrol,Automatic,"3,640,000",
1848,Volkswagen,2007,Nigerian Used,112062,2500,Petrol,Automatic,"3,150,000",
1849,Acura,2008,Nigerian Used,93672,3700,Petrol,Automatic,"4,160,000",SUV
1850,Hyundai,2014,Nigerian Used,169791,2000,Petrol,Automatic,"5,250,000",SUV
1851,Lexus,2010,Nigerian Used,44699,3500,Petrol,Automatic,"9,880,000",SUV
1852,Toyota,2012,Nigerian Used,265824,2500,Petrol,Automatic,"4,680,000",
1853,Honda,2004,Nigerian Used,238062,3500,Petrol,Automatic,"2,080,000",SUV
1854,Lexus,2010,Foreign Used,336147,3400,Petrol,Automatic,"9,660,000",SUV
1855,Toyota,2009,Foreign Used,321621,1800,Petrol,Automatic,"4,784,000",
1856,Kia,2011,Foreign Used,250296,1800,Petrol,Automatic,"3,360,000",
1857,Lexus,2010,Nigerian Used,122223,3500,Petrol,Automatic,"9,360,000",SUV
1858,Toyota,2007,Nigerian Used,185697,1800,Petrol,Automatic,"3,120,000",
1859,Hyundai,2016,Nigerian Used,45797,1400,Petrol,Automatic,"4,200,000",
1860,Pontiac,2009,Foreign Used,190277,2400,Petrol,Automatic,"4,388,000",
1861,Toyota,2011,Nigerian Used,166931,1800,Petrol,Automatic,"4,680,000",
1862,Toyota,2012,Foreign Used,59425,3500,Petrol,Automatic,"6,050,000",SUV
1863,Hyundai,2011,Foreign Used,125140,2400,Petrol,Automatic,"3,150,000",
1864,Lexus,2010,Nigerian Used,155789,3500,Petrol,Automatic,"8,320,000",SUV
1865,Toyota,2007,Nigerian Used,378925,2400,Petrol,Automatic,"2,625,000",
1866,Toyota,2009,Nigerian Used,105839,2000,Petrol,Automatic,"4,680,000",SUV
1867,Toyota,2007,Nigerian Used,10105,2400,Petrol,Automatic,"2,730,000",
1868,Toyota,2003,Nigerian Used,239564,1800,Petrol,Automatic,"2,288,000",
1869,Honda,2007,Foreign Used,307345,3500,Petrol,Automatic,"3,640,000",SUV
1870,Toyota,2007,Nigerian Used,223970,1800,Petrol,Automatic,"2,808,000",
1871,Toyota,2007,Nigerian Used,78023,2400,Petrol,Automatic,"2,625,000",
1872,Lexus,2013,Nigerian Used,102106,3400,Petrol,Automatic,"7,140,000",
1873,Toyota,2004,Nigerian Used,154713,3000,Petrol,Automatic,"2,625,000",
1874,Toyota,2007,Nigerian Used,176849,3500,Petrol,Automatic,"3,120,000",
1875,Mercedes-Benz,2015,Nigerian Used,41559,3500,Petrol,Automatic,"10,400,000",
1876,Land Rover,2013,Nigerian Used,147386,2400,Petrol,Automatic,"7,350,000",
1877,Toyota,2007,Nigerian Used,176849,3500,Petrol,Automatic,"3,120,000",
1878,Toyota,2004,Nigerian Used,216582,1800,Petrol,Automatic,"2,288,000",
1879,Toyota,2005,Nigerian Used,353300,1800,Petrol,Automatic,"2,600,000",
1880,Honda,2011,Foreign Used,102210,2400,Petrol,Automatic,"3,360,000",
1881,Chevrolet,2011,Nigerian Used,148723,3600,Petrol,Automatic,"4,200,000",
1882,Mercedes-Benz,2015,Foreign Used,156587,3500,Petrol,Automatic,"12,075,000",SUV
1883,Toyota,2004,Nigerian Used,286308,3300,Petrol,Automatic,"2,808,000",
1884,Mitsubishi,2016,Nigerian Used,55965,3200,Petrol,Automatic,"12,075,000",SUV
1885,Nissan,2003,Foreign Used,327082,3500,Petrol,Automatic,"3,744,000",SUV
1886,Toyota,2006,Foreign Used,194649,2400,Petrol,Automatic,"3,144,750",
1887,Toyota,2014,Foreign Used,136557,3500,Petrol,Automatic,"12,075,000",SUV
1888,Nissan,2006,Foreign Used,393850,,Petrol,Automatic,"3,190,000",SUV
1889,Toyota,2011,Nigerian Used,77533,3500,Petrol,Automatic,"5,775,000",SUV
1890,Toyota,2014,Foreign Used,136557,3500,Petrol,Automatic,"12,075,000",SUV
1891,Toyota,2002,Nigerian Used,137065,2400,Petrol,Automatic,"2,080,000",
1892,Toyota,2016,Nigerian Used,101611,1800,Petrol,Automatic,"5,250,000",
1893,Toyota,2008,Foreign Used,90251,350000,Petrol,Automatic,"4,700,000",
1894,Mercedes-Benz,2010,Nigerian Used,79873,3500,Petrol,Automatic,"8,320,000",SUV
1895,BMW,2009,Foreign Used,81216,,Petrol,Automatic,"10,400,000",SUV
1896,Honda,2016,Nigerian Used,87149,2500,Petrol,Automatic,"6,240,000",
1897,Toyota,2014,Nigerian Used,172365,2400,Petrol,Automatic,"4,992,000",
1898,Toyota,2011,Nigerian Used,77533,3500,Petrol,Automatic,"5,775,000",SUV
1899,Toyota,2015,Nigerian Used,76257,1800,Petrol,CVT,"5,040,000",
1900,Honda,2009,Nigerian Used,306109,3500,Petrol,Automatic,"3,360,000",SUV
1901,Mercedes-Benz,2009,Nigerian Used,78419,3500,Petrol,Automatic,"7,540,000",SUV
1902,Toyota,2010,Nigerian Used,255069,2700,Petrol,Automatic,"5,720,000",SUV
1903,Toyota,2008,Nigerian Used,236165,1800,Petrol,Automatic,"3,120,000",
1904,BMW,2010,Nigerian Used,296372,4400,Petrol,Automatic,"6,300,000",
1905,Toyota,2013,Nigerian Used,142741,1800,Petrol,Automatic,"4,472,000",
1906,Toyota,2009,Nigerian Used,135108,180000,Petrol,Automatic,"3,120,000",
1907,Honda,2007,Foreign Used,189920,3500,Petrol,Automatic,"4,680,000",SUV
1908,Toyota,2013,Nigerian Used,150495,1800,Petrol,Automatic,"4,712,000",
1909,Lexus,2008,Nigerian Used,284046,3500,Petrol,Automatic,"3,848,000",
1910,Honda,2006,Nigerian Used,307625,3500,Petrol,Automatic,"3,640,000",
1911,Toyota,2008,Foreign Used,123568,3500,Petrol,Automatic,"8,320,000",SUV
1912,Ford,2003,Nigerian Used,224185,4000,Petrol,Automatic,"2,625,000",SUV
1913,Toyota,2006,Nigerian Used,177536,3000,Petrol,Automatic,"2,340,000",
1914,Toyota,2003,Nigerian Used,186269,1800,Petrol,Automatic,"2,392,000",
1915,Hyundai,2015,Nigerian Used,285046,2400,Petrol,Automatic,"7,800,000",
1916,Toyota,2013,Nigerian Used,128744,2700,Petrol,Automatic,"8,400,000",SUV
1917,Toyota,2010,Foreign Used,109865,2400000,Petrol,Automatic,"4,680,000",
1918,Lexus,2014,Nigerian Used,129539,3500,Petrol,Automatic,"7,875,000",
1919,Ford,2020,Nigerian Used,21370,2500,Petrol,Manual,"27,900,000",
1920,Toyota,2010,Foreign Used,109865,2400000,Petrol,Automatic,"4,680,000",
1921,Hyundai,2015,Nigerian Used,285046,2400,Petrol,Automatic,"7,800,000",
1922,Mercedes-Benz,2006,Nigerian Used,87206,3500,Petrol,Automatic,"3,675,000",SUV
1923,Mazda,2008,Nigerian Used,179268,3700,Petrol,Automatic,"3,120,000",SUV
1924,Mercedes-Benz,2012,Nigerian Used,278156,3000,Petrol,Automatic,"5,408,000",
