,Make,Year of manufacture,Condition,Mileage,Engine Size,Fuel,Transmission,Price,Build
1925,Toyota,2007,Nigerian Used,141222,2500,Petrol,Automatic,"2,415,000",
1926,Ford,2020,Nigerian Used,21370,2500,Petrol,Manual,"27,900,000",
1927,Toyota,2011,Nigerian Used,143071,180000,Petrol,Automatic,"3,360,000",
1928,Mercedes-Benz,2010,Nigerian Used,174135,3500,Petrol,Automatic,"4,725,000",
1929,Mercedes-Benz,2008,Nigerian Used,219750,3500,Petrol,Automatic,"3,360,000",SUV
1930,Mercedes-Benz,2010,Nigerian Used,188802,3500,Petrol,Automatic,"6,032,000",SUV
1931,Mercedes-Benz,2012,Nigerian Used,84685,3000,Petrol,Automatic,"6,032,000",
1932,Hyundai,2011,Nigerian Used,354812,2400,Petrol,Automatic,"3,640,000",
1933,Toyota,2016,Nigerian Used,58667,1800,Electric,Automatic,"5,932,000",
1934,Lexus,2018,Foreign Used,53490,3500,Petrol,Automatic,"21,000,000",
1935,Honda,2014,Foreign Used,137157,2400,Petrol,Automatic,"5,775,000",
1936,Toyota,2007,Nigerian Used,225586,2400,Petrol,Automatic,"2,415,000",
1937,Toyota,1999,Nigerian Used,209950,3000,Petrol,Automatic,"2,496,000",
1938,Toyota,2008,Nigerian Used,308648,1800,Petrol,Automatic,"2,730,000",
1939,Toyota,2004,Foreign Used,85669,1800,Petrol,Automatic,"3,432,000",
1940,Toyota,2008,Foreign Used,87577,2400,Hybrid,Automatic,"4,680,000",SUV
1941,Mercedes-Benz,2005,Foreign Used,360488,,Petrol,Automatic,"3,675,000",
1942,Infiniti,2011,Foreign Used,45058,3500,Petrol,Automatic,"7,350,000",
1943,Toyota,2006,Nigerian Used,372283,3500,Petrol,Automatic,"2,496,000",
1944,Toyota,2007,Nigerian Used,240889,3000,Petrol,Automatic,"3,340,000",SUV
1945,Toyota,2007,Nigerian Used,163269,2400,Petrol,Automatic,"2,625,000",
1946,Toyota,2006,Nigerian Used,288324,1800,Petrol,Automatic,"2,808,000",
1947,Toyota,2013,Nigerian Used,129949,3500,Petrol,Automatic,"7,280,000",
1948,Toyota,2007,Nigerian Used,128339,3500,Petrol,Automatic,"2,720,000",
1949,BMW,2013,Nigerian Used,49054,3000,Petrol,Automatic,"8,925,000",SUV
1950,Toyota,2008,Nigerian Used,153477,1800,Petrol,Automatic,"2,625,000",
1951,Toyota,2007,Nigerian Used,163269,2400,Petrol,Automatic,"2,625,000",
1952,Toyota,2007,Nigerian Used,128339,3500,Petrol,Automatic,"2,720,000",
1953,Kia,2007,Foreign Used,124261,2000,Petrol,Automatic,"3,990,000",
1954,Pontiac,2010,Foreign Used,120596,1800,Petrol,Automatic,"4,368,000",
1955,BMW,2013,Nigerian Used,49054,3000,Petrol,Automatic,"8,925,000",SUV
1956,Toyota,2005,Nigerian Used,180907,2800,Petrol,Automatic,"2,912,000",
1957,Mercedes-Benz,2016,Foreign Used,,3500,Petrol,Automatic,"18,900,000",SUV
1958,Toyota,2006,Foreign Used,137457,2400,Petrol,Automatic,"3,640,000",
1959,Hyundai,2012,Foreign Used,189113,2400,Petrol,Automatic,"3,727,500",
1960,Cadillac,2002,Foreign Used,192174,6000,Petrol,Automatic,"7,140,000",
1961,Toyota,2009,Nigerian Used,353224,2700,Petrol,Automatic,"7,280,000",
1962,Volkswagen,2011,Nigerian Used,51973,2000,Petrol,Automatic,"4,725,000",
1963,Toyota,2004,Nigerian Used,225188,1800,Petrol,Automatic,"2,392,000",
1964,Mercedes-Benz,2010,Nigerian Used,193547,3500,Petrol,Automatic,"7,120,000",SUV
1965,Acura,2010,Nigerian Used,815447,3500,Petrol,Automatic,"3,640,000",
1966,Toyota,2009,Nigerian Used,353224,2700,Petrol,Automatic,"7,280,000",
1967,Lexus,2013,Nigerian Used,94469,3500,Petrol,Automatic,"7,980,000",
1968,Lexus,2005,Nigerian Used,349091,3300,Petrol,Automatic,"5,304,000",SUV
1969,Mercedes-Benz,2010,Nigerian Used,193547,3500,Petrol,Automatic,"7,120,000",SUV
1970,Toyota,2004,Nigerian Used,225188,1800,Petrol,Automatic,"2,392,000",
1971,Mercedes-Benz,2009,Nigerian Used,92875,5500,Petrol,Automatic,"4,680,000",SUV
1972,Toyota,2010,Foreign Used,111688,1800,Petrol,Automatic,"4,200,000",
1973,Kia,2012,Nigerian Used,274003,2500,Petrol,Automatic,"3,150,000",
1974,Toyota,2010,Foreign Used,162771,1800,Petrol,Automatic,"4,888,000",
1975,Mercedes-Benz,2006,Nigerian Used,222783,3500,Petrol,Automatic,"4,160,000",SUV
1976,Toyota,2008,Nigerian Used,71311,3000,Diesel,Manual,"4,200,000",
1977,Nissan,2008,Nigerian Used,176031,2500,Petrol,Automatic,"2,940,000",
1978,Honda,2012,Foreign Used,171432,35000,Petrol,Automatic,"6,300,000",
1979,Toyota,2003,Nigerian Used,320063,3000,Petrol,Automatic,"2,625,000",SUV
1980,Honda,2012,Foreign Used,171432,35000,Petrol,Automatic,"6,300,000",
1981,Toyota,2008,Nigerian Used,71311,3000,Diesel,Manual,"4,200,000",
1982,BMW,2011,Nigerian Used,188605,3500,Petrol,Automatic,"6,825,000",
1983,Mini,2006,Foreign Used,226810,1600,Petrol,Automatic,"2,730,000",
1984,Toyota,2008,Nigerian Used,187082,4700,Petrol,Automatic,"6,300,000",
1985,Acura,2010,Nigerian Used,200463,3500,Petrol,Automatic,"4,680,000",
1986,Toyota,2014,Nigerian Used,134387,1800,Petrol,Automatic,"5,240,000",
1987,Toyota,2006,Nigerian Used,226989,1800,Petrol,Automatic,"2,704,000",
1988,Toyota,2000,Nigerian Used,739232,3000,Petrol,Automatic,"2,080,000",SUV
1989,Honda,2003,Nigerian Used,215183,3000,Petrol,Automatic,"2,288,000",
1990,Lexus,2015,Nigerian Used,118730,3500,Petrol,Automatic,"16,800,000",
1991,Honda,2010,Foreign Used,180560,2400,Petrol,Automatic,"4,680,000",
1992,BMW,2014,Foreign Used,187853,2000,Petrol,Automatic,"15,750,000",
1993,Toyota,2016,Nigerian Used,233233,3500,Petrol,Automatic,"9,360,000",
1994,Toyota,2006,Nigerian Used,417260,1800,Petrol,Automatic,"2,704,000",
1995,Toyota,2008,Foreign Used,214136,1800,Petrol,Automatic,"3,465,000",
1996,Mercedes-Benz,2015,Nigerian Used,297288,2000,Petrol,Automatic,"13,520,000",
1997,Toyota,2005,Nigerian Used,347069,2400,Petrol,Automatic,"2,100,000",
1998,Toyota,2013,Nigerian Used,88441,3500,Petrol,Automatic,"7,904,000",
1999,Peugeot,2005,Nigerian Used,377788,2000,Petrol,Automatic,"2,496,000",
2000,Honda,2008,Nigerian Used,218319,2400,Petrol,Automatic,"2,600,000",
2001,Toyota,2006,Nigerian Used,209114,1800,Petrol,Automatic,"2,704,000",
2002,Toyota,2009,Nigerian Used,70672,3500,Petrol,Automatic,"5,928,000",SUV
2003,Toyota,2007,Nigerian Used,151912,2400,Petrol,Automatic,"2,730,000",
2004,Toyota,2004,Nigerian Used,261804,1800,Petrol,Automatic,"2,100,000",
2005,Honda,2005,Nigerian Used,172542,3500,Petrol,Automatic,"2,288,000",SUV
2006,Toyota,2011,Foreign Used,80190,1800,Petrol,Automatic,"4,888,000",
2007,Mercedes-Benz,2009,Foreign Used,360812,3500,Petrol,Automatic,"4,515,000",
2008,Honda,2012,Nigerian Used,137573,2400,Petrol,Automatic,"3,120,000",
2009,Toyota,2010,Nigerian Used,190450,1800,Petrol,Automatic,"2,940,000",
2010,Mercedes-Benz,2012,Nigerian Used,246170,3500000,Petrol,Automatic,"5,040,000",
2011,Toyota,2003,Nigerian Used,15203,1800,Petrol,Automatic,"2,100,000",
2012,Ford,2007,Nigerian Used,182661,3500,Petrol,Automatic,"2,808,000",SUV
2013,Mazda,2007,Nigerian Used,175588,2300,Petrol,Automatic,"2,652,000",
2014,Lexus,2006,Foreign Used,108087,3300,Hybrid,Automatic,"5,775,000",SUV
2015,Hyundai,2010,Nigerian Used,40226,2400,Petrol,Automatic,"3,328,000",
2016,Lexus,2004,Nigerian Used,179813,3300,Petrol,Automatic,"2,704,000",
2017,Toyota,2010,Foreign Used,124645,3500,Petrol,Automatic,"7,800,000",SUV
2018,Toyota,2007,Foreign Used,158262,2400,Petrol,Automatic,"5,720,000",
2019,Mercedes-Benz,2010,Foreign Used,278803,3500,Petrol,Automatic,"6,825,000",
2020,Lexus,2006,Nigerian Used,119024,3300,Hybrid,Automatic,"3,465,000",
2021,Hyundai,2013,Foreign Used,253226,1800,Petrol,Automatic,"3,790,000",
2022,Honda,2004,Nigerian Used,210000,3500,Petrol,Automatic,"1,872,000",SUV
2023,Toyota,2005,Nigerian Used,296258,1800,Petrol,Automatic,"2,310,000",
2024,Mercedes-Benz,2009,Foreign Used,258260,3000,Petrol,Automatic,"3,780,000",
2025,Infiniti,2007,Nigerian Used,174770,5600,Petrol,Automatic,"3,675,000",SUV
2026,Honda,2008,Nigerian Used,166281,2400,Petrol,Automatic,"2,600,000",
2027,Toyota,2006,Nigerian Used,147344,2400,Petrol,Automatic,"2,600,000",
2028,Toyota,2003,Nigerian Used,281368,180000,Petrol,Automatic,"2,600,000",
2029,Toyota,2007,Nigerian Used,299999,1800,Petrol,Automatic,"2,600,000",SUV
2030,Lexus,2009,Nigerian Used,196796,3500,Petrol,Automatic,"6,136,000",SUV
2031,Toyota,2005,Nigerian Used,235425,2500,Petrol,Automatic,"2,236,000",
2032,Toyota,2007,Nigerian Used,224699,3500,Petrol,Automatic,"2,310,000",
2033,Lexus,2006,Nigerian Used,2068,3300,Petrol,Automatic,"3,780,000",SUV
2034,Lexus,2007,Nigerian Used,84302,3500,Petrol,Automatic,"4,784,000",
2035,Toyota,2002,Nigerian Used,314389,3400,Petrol,Automatic,"3,150,000",
2036,Land Rover,2007,Nigerian Used,286650,4000,Petrol,Automatic,"3,120,000",SUV
2037,Toyota,2006,Nigerian Used,152459,24000,Petrol,Automatic,"2,625,000",SUV
2038,Toyota,2007,Nigerian Used,152499,2400,Petrol,Automatic,"3,120,000",
2039,Kia,2007,Nigerian Used,234751,2400,Petrol,Automatic,"2,572,500",
2040,Toyota,2006,Nigerian Used,281666,1800,Petrol,Automatic,"2,600,000",
2041,Toyota,2002,Nigerian Used,140014,3000,Petrol,Automatic,"2,288,000",
2042,Peugeot,2006,Foreign Used,122557,1600,Petrol,Manual,"2,520,000",
2043,Nissan,2004,Nigerian Used,226450,5600,Petrol,Automatic,"2,415,000",
2044,Acura,2011,Nigerian Used,,3700,Petrol,Automatic,"3,150,000",
2045,Toyota,2007,Nigerian Used,251776,3500,Petrol,Automatic,"2,450,000",
2046,Honda,2008,Nigerian Used,236506,2400,Petrol,Automatic,"3,016,000",SUV
2047,BMW,2007,Foreign Used,119397,3000,Petrol,Automatic,"4,200,000",
2048,Toyota,2004,Nigerian Used,36685,2400,Petrol,Automatic,"2,184,000",
2049,Mazda,2014,Foreign Used,162244,2500,Petrol,Automatic,"13,125,000",SUV
2050,Nissan,2006,Nigerian Used,351281,4000,Petrol,Automatic,"2,184,000",SUV
2051,Ford,2012,Nigerian Used,97081,3500,Petrol,Automatic,"3,175,000",SUV
2052,Chevrolet,2007,Nigerian Used,280604,3400,Petrol,Automatic,"3,360,000",SUV
2053,Toyota,2004,Nigerian Used,231739,3300,Petrol,Automatic,"2,625,000",
2054,Nissan,2009,Nigerian Used,185431,1600,Petrol,Automatic,"2,100,000",
2055,Mercedes-Benz,2009,Nigerian Used,160190,3500,Petrol,Automatic,"5,200,000",
2056,Nissan,2016,Nigerian Used,67749,2500,Petrol,Automatic,"6,825,000",SUV
2057,Lexus,2004,Nigerian Used,119391,3300,Petrol,Automatic,"4,472,000",SUV
2058,Honda,2013,Nigerian Used,100633,1800,Petrol,Automatic,"5,200,000",SUV
2059,Toyota,2009,Nigerian Used,105970,2500,Petrol,Automatic,"3,255,000",SUV
2060,Ford,2014,Nigerian Used,76565,3500,Petrol,Automatic,"3,675,000",SUV
2061,Toyota,2002,Foreign Used,177348,3000,Petrol,Automatic,"3,640,000",
2062,Kia,2016,Nigerian Used,158232,2400,Petrol,Automatic,"5,250,000",
2063,Toyota,2010,Foreign Used,1450251,3500,Petrol,Automatic,"7,875,000",SUV
2064,Toyota,2007,Nigerian Used,169635,3500,Petrol,Automatic,"2,964,000",
2065,Mercedes-Benz,2011,Foreign Used,138800,3500,Petrol,Automatic,"9,048,000",SUV
2066,Toyota,2005,Nigerian Used,113239,2400,Petrol,Automatic,"2,600,000",
2067,Toyota,2009,Nigerian Used,145487,1800,Petrol,Automatic,"3,328,000",
2068,Lexus,2004,Nigerian Used,204688,3300,Petrol,Automatic,"2,600,000",
2069,BMW,2012,Nigerian Used,114219,3000,Petrol,Automatic,"5,250,000",
2070,Honda,2012,Nigerian Used,80416,1800,Petrol,Automatic,"5,200,000",SUV
2071,Volkswagen,2012,Foreign Used,190916,2000,Petrol,Automatic,"5,775,000",
2072,Toyota,2009,Nigerian Used,168537,2400,Petrol,Automatic,"3,432,000",
2073,Infiniti,2008,Foreign Used,143875,3500,Petrol,Automatic,"4,672,500",SUV
2074,Toyota,2007,Nigerian Used,199686,1800,Petrol,Automatic,"2,600,000",
2075,Toyota,2003,Nigerian Used,123421,18000,Petrol,Automatic,"2,392,000",
2076,Nissan,2005,Foreign Used,238396,5800,Petrol,Automatic,"3,465,000",SUV
2077,Nissan,2013,Nigerian Used,80251,1800,Petrol,Automatic,"3,465,000",
2078,BMW,2010,Foreign Used,245984,3000,Petrol,Automatic,"5,722,500",SUV
2079,Toyota,2005,Nigerian Used,185204,2400,Petrol,Automatic,"2,100,000",
2080,Mercedes-Benz,2012,Nigerian Used,1573,3500,Petrol,Automatic,"5,250,000",
2081,Lexus,2000,Nigerian Used,124847,3000,Petrol,Automatic,"2,600,000",SUV
2082,Mazda,2006,Foreign Used,217283,2000,Petrol,Automatic,"2,730,000",
2083,Toyota,2015,Nigerian Used,64066,3500,Petrol,Automatic,"8,340,000",
2084,Lexus,2008,Nigerian Used,257047,3300,Hybrid,Automatic,"3,990,000",SUV
2085,Mercedes-Benz,2012,Nigerian Used,1573,3500,Petrol,Automatic,"5,250,000",
2086,Lexus,2008,Nigerian Used,257047,3300,Hybrid,Automatic,"3,990,000",SUV
2087,Toyota,2006,Nigerian Used,230981,1500,Petrol,Automatic,"2,100,000",
2088,Hyundai,2015,Nigerian Used,138852,2400,Petrol,Automatic,"5,720,000",
2089,BMW,2010,Foreign Used,282287,3000,Petrol,Automatic,"9,890,000",SUV
2090,Honda,2010,Nigerian Used,329491,3500,Petrol,Automatic,"3,465,000",
2091,Honda,2012,Nigerian Used,203944,3500,Petrol,Automatic,"3,885,000",
2092,Lexus,2008,Nigerian Used,135457,3500,Petrol,Automatic,"4,200,000",SUV
2093,Infiniti,2011,Nigerian Used,93952,5600,Petrol,Automatic,"4,725,000",SUV
2094,Hyundai,2006,Nigerian Used,217118,3800,Petrol,Automatic,"2,310,000",
2095,Volkswagen,2013,Nigerian Used,201679,2000,Petrol,Automatic,"6,825,000",
2096,Peugeot,2007,Foreign Used,156192,1600,Petrol,Manual,"2,415,000",
2097,Lexus,2004,Foreign Used,154589,3300,Petrol,Automatic,"5,985,000",SUV
2098,Honda,2005,Nigerian Used,246658,3500,Petrol,Automatic,"2,600,000",
2099,Peugeot,2007,Nigerian Used,212392,1600,Petrol,Manual,"1,976,000",
2100,Honda,2014,Nigerian Used,157425,250000,Petrol,Automatic,"4,725,000",
2101,Honda,2013,Nigerian Used,230439,3500,Petrol,Automatic,"4,200,000",
2102,Hyundai,2014,Foreign Used,282257,1600,Petrol,Automatic,"6,300,000",
2103,Mercedes-Benz,2005,Nigerian Used,5935,3500,Petrol,Automatic,"3,640,000",
2104,Ford,2012,Nigerian Used,194266,2000,Petrol,Automatic,"3,465,000",SUV
2105,Honda,2010,Nigerian Used,18523,3500,Petrol,Automatic,"3,640,000",SUV
2106,Toyota,2006,Nigerian Used,19862,3300,Petrol,Automatic,"4,160,000",SUV
2107,Honda,2008,Nigerian Used,126160,240000,Petrol,Automatic,"2,600,000",
2108,Lexus,2002,Nigerian Used,102597,3000,Petrol,Automatic,"2,612,000",
2109,Renault,2003,Foreign Used,207562,1600,Petrol,Manual,"3,150,000",
2110,Toyota,1998,Nigerian Used,210750,3000,Petrol,Automatic,"2,080,000",SUV
2111,Mercedes-Benz,2009,Nigerian Used,224577,3500,Petrol,Automatic,"3,360,000",
2112,Toyota,2006,Nigerian Used,188791,1300,Petrol,Manual,"2,600,000",
2113,Lexus,2000,Nigerian Used,139132,3000,Petrol,Automatic,"2,600,000",SUV
2114,Ford,2006,Foreign Used,,3000,Petrol,Automatic,"2,835,000",SUV
2115,Toyota,2006,Nigerian Used,458241,1600,Petrol,Automatic,"2,415,000",
2116,Honda,2013,Nigerian Used,230439,3500,Petrol,Automatic,"4,200,000",
2117,Lexus,2000,Nigerian Used,139132,3000,Petrol,Automatic,"2,600,000",SUV
2118,Toyota,2003,Nigerian Used,170254,1800,Petrol,Automatic,"2,100,000",
2119,Toyota,2004,Nigerian Used,347625,2000,Petrol,Automatic,"2,600,000",
2120,Nissan,2005,Nigerian Used,454717,4000,Petrol,Automatic,"2,912,000",SUV
2121,Toyota,2003,Nigerian Used,171298,1800,Petrol,Automatic,"2,600,000",
2122,Hyundai,2009,Nigerian Used,154088,2000,Petrol,Automatic,"2,496,000",
2123,Toyota,2009,Nigerian Used,187385,3500,Petrol,Automatic,"2,795,000",SUV
2124,Chevrolet,2012,Nigerian Used,138300,3600,Petrol,Automatic,"10,500,000",
2125,Porsche,2010,Nigerian Used,120829,3600,Petrol,Automatic,"10,500,000",
2126,Toyota,2004,Nigerian Used,127577,1800,Petrol,Automatic,"2,392,000",
2127,Honda,2005,Nigerian Used,350190,3500,Petrol,Automatic,"2,808,000",
2128,Toyota,2001,Nigerian Used,117705,3000,Petrol,Automatic,"1,768,000",SUV
2129,Ford,2007,Nigerian Used,262412,3500,Petrol,Automatic,"2,600,000",SUV
2130,Toyota,2008,Nigerian Used,225400,4000,Petrol,Automatic,"16,640,000",SUV
2131,Acura,2010,Nigerian Used,93991,3700,Petrol,Automatic,"5,250,000",SUV
2132,Mercedes-Benz,2007,Foreign Used,166502,5500,Petrol,Automatic,"7,350,000",
2133,Toyota,2007,Nigerian Used,79461,1800,Petrol,Automatic,"2,520,000",
2134,Toyota,2010,Nigerian Used,135384,2500,Petrol,Automatic,"2,940,000",
2135,Ford,2012,Foreign Used,126900,3000,Petrol,Automatic,"3,780,000",SUV
2136,Toyota,2009,Nigerian Used,102102,2000,Petrol,Automatic,"4,200,000",
2137,Toyota,2006,Nigerian Used,239558,3300,Petrol,Automatic,"2,425,000",SUV
2138,Toyota,2009,Foreign Used,174439,2400,Petrol,Automatic,"3,185,000",
2139,Toyota,2005,Nigerian Used,279323,1800,Petrol,Automatic,"3,640,000",
2140,Acura,2007,Nigerian Used,,3700,Petrol,Automatic,"2,940,000",SUV
2141,Nissan,2005,Nigerian Used,273868,2000,Petrol,Automatic,"1,890,000",
2142,Mercedes-Benz,2008,Nigerian Used,418944,3500,Petrol,Automatic,"3,640,000",
2143,Toyota,1999,Nigerian Used,147074,3500,Petrol,Automatic,"1,872,000",
2144,Kia,2014,Nigerian Used,116065,1400,Petrol,Automatic,"2,808,000",
2145,Mazda,2009,Foreign Used,108408,2500,Petrol,Automatic,"3,550,000",
2146,Acura,2008,Nigerian Used,97710,3700,Petrol,Automatic,"2,625,000",SUV
2147,Mercedes-Benz,2006,Nigerian Used,52209,3500,Petrol,Automatic,"2,940,000",
2148,Honda,2003,Nigerian Used,338932,3500,Petrol,Automatic,"1,785,000",
2149,Honda,2005,Nigerian Used,136026,3000,Petrol,Automatic,"1,664,000",
2150,Ford,2009,Nigerian Used,216748,,Petrol,Automatic,"2,150,000",SUV
2151,Volkswagen,2010,Nigerian Used,147967,2000,Petrol,Automatic,"3,328,000",
2152,Honda,2009,Nigerian Used,278903,2400,Petrol,Automatic,"2,704,000",SUV
2153,Nissan,2012,Nigerian Used,222525,3500,Petrol,CVT,"2,435,000",
2154,Toyota,2007,Nigerian Used,249344,3500,Petrol,Automatic,"2,215,000",
2155,Subaru,2008,Foreign Used,257470,2500,Petrol,Automatic,"5,250,000",
2156,Mercedes-Benz,2002,Nigerian Used,,2600,Petrol,Automatic,"2,310,000",
2157,Nissan,2004,Nigerian Used,140022,5600,Petrol,Automatic,"3,150,000",SUV
2158,Toyota,2004,Nigerian Used,596236,3300,Petrol,Automatic,"2,730,000",
2159,Ford,2005,Foreign Used,199843,2000,Petrol,Automatic,"2,625,000",
2160,Toyota,2005,Nigerian Used,277098,2400,Petrol,Automatic,"2,392,000",
2161,Lexus,2004,Nigerian Used,189794,3300,Petrol,Automatic,"2,600,000",
2162,Mercedes-Benz,2009,Nigerian Used,291934,3500,Petrol,Automatic,"6,032,000",SUV
2163,Lexus,2002,Nigerian Used,247430,3000,Petrol,Automatic,"2,400,000",SUV
2164,Toyota,2007,Nigerian Used,187309,2400,Petrol,Automatic,"3,016,000",
2165,Toyota,2002,Nigerian Used,206195,3000,Petrol,Automatic,"2,028,000",
2166,Mercedes-Benz,2007,Nigerian Used,178466,1800,Petrol,Automatic,"4,410,000",
2167,Toyota,2005,Nigerian Used,177226,1600,Petrol,Automatic,"2,392,000",
2168,BMW,2013,Foreign Used,172960,2000,Petrol,Automatic,"13,000,000",SUV
2169,Honda,2008,Nigerian Used,348613,,Petrol,Automatic,"2,100,000",
2170,Mazda,2007,Nigerian Used,128846,2300,Petrol,Automatic,"1,695,000",
2171,Honda,2005,Foreign Used,57577,3500,Petrol,Automatic,"3,640,000",
2172,Toyota,2005,Nigerian Used,70099,1800,Petrol,Automatic,"3,432,000",
2173,Ford,2007,Nigerian Used,209182,4000,Petrol,Automatic,"2,645,000",
2174,Honda,2005,Nigerian Used,250936,2400,Petrol,Automatic,"1,560,000",
2175,Toyota,2008,Nigerian Used,230735,1800,Petrol,Automatic,"2,912,000",
2176,Toyota,2002,Nigerian Used,282654,2400,Petrol,Automatic,"1,872,000",
2177,Mercedes-Benz,2007,Nigerian Used,,2600,Petrol,Automatic,"3,675,000",
2178,Land Rover,2006,Nigerian Used,148222,4000,Petrol,Automatic,"2,912,000",SUV
2179,Nissan,2007,Foreign Used,251308,4000,Petrol,Automatic,"2,835,000",SUV
2180,Toyota,2004,Nigerian Used,176290,3300,Petrol,Automatic,"2,625,000",SUV
2181,Volkswagen,2012,Nigerian Used,74706,2000,Petrol,Automatic,"3,675,000",
2182,Toyota,2007,Nigerian Used,272723,2400,Petrol,Automatic,"2,310,000",
2183,Toyota,2007,Nigerian Used,219165,180000,Petrol,Automatic,"2,500,000",
2184,Toyota,2007,Nigerian Used,216987,1800,Petrol,Automatic,"2,600,000",
2185,Ford,2014,Nigerian Used,57168,1600,Petrol,Automatic,"3,120,000",
2186,Honda,2012,Nigerian Used,63993,2400,Petrol,Automatic,"2,625,000",
2187,Lexus,2008,Nigerian Used,156040,3500,Petrol,Automatic,"4,160,000",
2188,Honda,2008,Nigerian Used,145716,2000,Petrol,Automatic,"2,912,000",
2189,Toyota,2004,Nigerian Used,260671,180000,Petrol,Automatic,"2,200,000",
2190,Toyota,2011,Nigerian Used,177428,2500,Petrol,Automatic,"2,940,000",
2191,Toyota,2008,Nigerian Used,148315,3300,Petrol,Automatic,"4,095,000",
2192,Toyota,2002,Nigerian Used,192843,3500,Petrol,Automatic,"1,768,000",
2193,Mercedes-Benz,2011,Nigerian Used,283008,3500,Petrol,Automatic,"6,325,000",SUV
2194,Toyota,2003,Nigerian Used,185002,1800,Petrol,Automatic,"1,890,000",
2195,Toyota,2002,Foreign Used,184369,3000,Petrol,Automatic,"2,625,000",
2196,Toyota,2007,Nigerian Used,282630,3500,Petrol,Automatic,"2,730,000",
2197,Toyota,2007,Nigerian Used,1025560,2400,Petrol,Automatic,"2,625,000",
2198,Toyota,2004,Nigerian Used,298513,1800,Petrol,Automatic,"2,196,000",
2199,Honda,2008,Nigerian Used,189018,2400,Petrol,Automatic,"2,600,000",SUV
2200,Mazda,2009,Nigerian Used,158175,3700,Petrol,Automatic,"6,300,000",
2201,Toyota,2009,Nigerian Used,257114,1800,Petrol,Automatic,"2,940,000",
2202,Volvo,2008,Nigerian Used,173080,3200,Petrol,Automatic,"3,536,000",SUV
2203,Audi,2013,Foreign Used,103473,2000,Petrol,Automatic,"7,770,000",
2204,Honda,2008,Nigerian Used,66861,3500,Petrol,Automatic,"1,890,000",
2205,Audi,2013,Foreign Used,103473,2000,Petrol,Automatic,"7,770,000",
2206,Toyota,2000,Nigerian Used,413354,3000,Petrol,Automatic,"1,575,000",
2207,Toyota,2006,Nigerian Used,303283,1800,Petrol,Automatic,"2,652,000",
2208,Hyundai,2008,Nigerian Used,,3800,Petrol,Automatic,"2,125,000",
2209,BMW,2009,Nigerian Used,184402,3000,Petrol,Automatic,"5,250,000",SUV
2210,Toyota,2004,Nigerian Used,213279,1800,Petrol,Automatic,"2,100,000",
2211,Toyota,2005,Nigerian Used,160932,1800,Petrol,Automatic,"2,392,000",
2212,Toyota,2000,Nigerian Used,187175,2000,Petrol,Automatic,"2,100,000",
2213,Toyota,2006,Nigerian Used,298006,3500,Petrol,Automatic,"2,310,000",
2214,Honda,2006,Nigerian Used,154437,3000,Petrol,Automatic,"1,768,000",
2215,Mercedes-Benz,2007,Nigerian Used,124155,3500,Petrol,Automatic,"3,045,000",
2216,Acura,2005,Nigerian Used,201992,3500,Petrol,Automatic,"2,190,000",SUV
2217,Nissan,2002,Nigerian Used,66390,2000,Petrol,Automatic,"1,732,500",
2218,Honda,2009,Nigerian Used,113237,3000,Petrol,Automatic,"2,625,000",SUV
